Time,Position_X,Position_Y,Position_Z
14.77531,-4.665624,0.8702447,72.60108
14.87826,-4.534209,0.869557,72.74738
14.98191,-4.350626,0.8698019,72.95271
15.08458,-4.179164,0.8702031,73.15028
15.19089,-3.993049,0.8701128,73.37458
15.29342,-3.793066,0.8699931,73.62471
15.39984,-3.58109,0.8698012,73.90331
15.50202,-3.305022,0.8699647,74.27162
15.60373,-3.054341,0.8698177,74.60518
15.70751,-2.782164,0.8703334,74.95992
15.81219,-2.497926,0.8702608,75.34169
15.9159,-2.202161,0.8726529,75.75051
16.01898,-1.899487,0.8697727,76.19083
16.12155,-1.549026,0.8695239,76.76714
16.22486,-1.265933,0.8677944,77.28575
16.32627,-0.9904618,0.8674868,77.8399
16.43312,-0.7271541,0.8682125,78.43407
16.5381,-0.4619086,0.867439,79.06307
16.6436,-0.1329019,0.8694113,79.85734
16.75087,0.1340392,0.8705022,80.55416
16.85413,0.4027853,0.8714781,81.28484
16.95551,0.6755502,0.8698201,82.04361
17.06137,1.006823,0.8706147,82.99536
17.16773,1.286249,0.871563,83.82177
17.27393,1.566511,0.8685614,84.67796
17.38035,1.902502,0.8727624,85.74742
17.48687,2.172258,0.8685021,86.67081
17.59402,2.434411,0.8728554,87.63074
17.69926,2.673127,0.8662288,88.61745
17.80695,2.920477,0.8682564,89.84287
17.91613,3.093401,0.8689628,90.90334
18.02531,3.251016,0.8680649,92.21643
18.13279,3.340567,0.8671297,93.34441
18.23944,3.394315,0.8674679,94.50497
18.34614,3.403166,0.8686165,95.93291
18.45356,3.371263,0.8703438,97.15518
18.55913,3.301241,0.8670294,98.3991
18.66428,3.164031,0.8697223,99.92968
18.77069,3.008282,0.8666203,101.2269
18.87669,2.825461,0.8668471,102.5573
18.98111,2.606002,0.8707896,104.1984
19.08524,2.433334,0.8727424,105.5849
19.1919,2.302803,0.8689616,106.993
19.30057,2.155322,0.8658203,108.7282
19.40539,2.052153,0.8726643,110.2138
19.51337,1.964995,0.8699489,111.7255
19.61779,1.890408,0.8712239,113.2696
19.72211,1.814012,0.8708396,115.1646
19.82837,1.749634,0.8707247,116.7751
19.93176,1.667057,0.8722697,118.409
20.03805,1.551028,0.8684539,120.0625
20.14285,1.383611,0.8705295,122.0898
20.2502,1.218408,0.8698704,123.8102
20.35601,1.018103,0.8673924,125.5482
20.46145,0.7124612,0.8684831,127.6542
20.56661,0.4014415,0.8668414,129.4133
20.67206,0.02355433,0.8716353,131.17
20.77642,-0.4060748,0.8681653,132.9176
20.8823,-1.019563,0.8769752,134.9949
20.98809,-1.598454,0.884047,136.7048
21.09226,-1.369717,1.06084,137.5802
21.19335,-1.075379,1.171408,138.3969
21.29904,-0.7733759,1.188674,139.2168
21.40248,-0.4600625,1.148149,140.1796
21.51233,-0.2208725,1.071465,140.9346
21.61239,0.003551517,1.024581,141.7741
21.71292,0.2032085,0.9223607,142.5757
21.81445,0.4347258,0.8440732,143.3035
21.9201,0.6822961,0.863049,144.0755
22.02037,0.8892213,0.8754292,144.6756
22.12377,1.070122,0.8672262,145.2528
22.22908,1.190372,0.879823,145.7794
22.32943,1.279166,0.8882053,146.2632
22.43079,1.321752,0.8850757,146.7059
22.53082,1.329773,0.8764309,147.0997
22.63573,1.296665,0.8671499,147.4387
22.74089,1.205925,0.8678168,147.7624
22.8453,1.123856,0.8678629,147.972
22.94994,1.041185,0.8682125,148.1542
23.05353,0.9556066,0.8683717,148.3351
23.15741,0.8694049,0.868178,148.5166
23.26152,0.7666128,0.8676638,148.7339
23.366,0.6819385,0.8673019,148.9146
23.47101,0.5981697,0.8671415,149.0952
23.57413,0.5151501,0.8671615,149.2759
23.67719,0.4326766,0.8672681,149.4568
23.78138,0.3341502,0.8673934,149.6741
23.88812,0.2527356,0.8674498,149.8555
23.99439,0.1755435,0.8674707,150.0385
24.10088,0.08876888,0.8673781,150.264
24.2061,0.01856505,0.8668671,150.4663
24.308,-0.05730796,0.8656332,150.6863
24.41382,-0.1410186,0.8649291,150.9333
24.51989,-0.2356902,0.863818,151.2073
24.62021,-0.3663678,0.8646206,151.5689
24.72469,-0.4974067,0.8648231,151.8971
24.82481,-0.6486707,0.8644518,152.2484
24.93003,-0.820242,0.8648154,152.6228
25.03658,-1.015479,0.8642472,153.0185
25.13856,-1.240847,0.8649143,153.4289
25.23887,-1.498798,0.8661411,153.8426
25.34383,-1.848947,0.8670381,154.3259
