Time,X,Y,Z
11.40,0.3137,0.8655,98.0185
11.50,0.4516,0.8673,99.2099
11.61,0.5808,0.8684,100.4019
11.71,0.7006,0.8685,101.5942
11.81,0.8199,0.8684,102.7864
11.91,0.9336,0.8682,103.9788
12.01,1.0264,0.8681,105.1720
12.11,1.1123,0.8639,106.3649
12.22,1.1914,0.8628,107.5574
12.32,1.2571,0.8648,108.7503
12.42,1.3196,0.8669,109.9433
12.52,1.3879,0.8684,111.3749
12.62,1.4398,0.8687,112.5679
12.73,1.4888,0.8695,113.7610
12.83,1.5340,0.8712,114.9541
12.93,1.5769,0.8716,116.1432
13.03,1.6187,0.8719,117.3186
13.13,1.6571,0.8704,118.4723
13.24,1.6941,0.8660,119.6030
13.34,1.7318,0.8672,120.7038
13.44,1.7713,0.8655,121.7752
13.54,1.8171,0.8614,123.0180
13.64,1.8581,0.8631,124.0192
13.74,1.8993,0.8624,124.9906
13.84,1.9407,0.8627,125.9307
13.95,1.9821,0.8625,126.8401
14.05,2.0230,0.8631,127.7184
14.15,2.0632,0.8628,128.5665
14.25,2.1025,0.8642,129.3823
14.35,2.1408,0.8640,130.1688
14.45,2.1778,0.8637,130.9245
14.55,2.2136,0.8636,131.6496
14.66,2.2480,0.8633,132.3439
14.76,2.2809,0.8634,133.0075
14.86,2.3124,0.8630,133.6405
14.96,2.3482,0.8635,134.3592
15.07,2.3765,0.8631,134.9247
15.17,2.4032,0.8636,135.4591
15.27,2.4284,0.8632,135.9634
15.37,2.4520,0.8635,136.4369
15.47,2.4742,0.8636,136.8802
15.57,2.4948,0.8636,137.2931
15.68,2.5140,0.8636,137.6753
15.78,2.5349,0.8638,138.0936
15.89,2.5507,0.8637,138.4085
15.99,2.5649,0.8638,138.6928
16.10,2.5776,0.8639,138.9465
16.20,2.5908,0.8639,139.2106
16.30,2.6002,0.8640,139.3970
16.40,2.6080,0.8640,139.5529
16.50,2.6142,0.8641,139.6783
16.60,2.6189,0.8642,139.7729
16.71,2.6222,0.8639,139.8375
16.81,2.6238,0.8643,139.8719
16.91,2.6241,0.8641,139.8755
17.01,2.6226,0.8644,139.8483
17.11,2.6197,0.8643,139.7916
17.22,2.6152,0.8644,139.7045
17.32,2.6080,0.8645,139.5611
17.42,2.6005,0.8644,139.4085
17.53,2.5912,0.8645,139.2260
17.63,2.5804,0.8643,139.0132
17.73,2.5681,0.8645,138.7713
17.83,2.5543,0.8638,138.4989
17.93,2.5390,0.8648,138.1970
18.03,2.5221,0.8647,137.8649
18.13,2.5038,0.8646,137.5032
18.23,2.4839,0.8645,137.1113
18.33,2.4625,0.8643,136.6899
18.44,2.4395,0.8645,136.2385
18.54,2.4102,0.8640,135.6573
18.64,2.3842,0.8653,135.1425
18.74,2.3571,0.8644,134.6071
18.85,2.3301,0.8652,134.0753
18.95,2.3039,0.8675,133.5571
19.05,2.2787,0.8699,133.0599
19.15,2.2547,0.8693,132.5855
19.25,2.2324,0.8694,132.1377
19.36,2.2117,0.8694,131.7189
19.46,2.1926,0.8694,131.3306
19.56,2.1751,0.8696,130.9731
19.66,2.1561,0.8696,130.5843
19.77,2.1419,0.8697,130.2940
19.87,2.1292,0.8697,130.0343
19.97,2.1180,0.8698,129.8051
20.07,2.1084,0.8696,129.6063
20.17,2.1002,0.8696,129.4381
20.28,2.0935,0.8699,129.3007
20.38,2.0884,0.8699,129.1937
20.48,2.0841,0.8696,129.1054
20.59,2.0821,0.8698,129.0643
20.69,2.0817,0.8699,129.0538
20.79,2.0829,0.8697,129.0742
20.89,2.0851,0.8698,129.1245
20.99,2.0893,0.8696,129.2055
21.09,2.0952,0.8700,129.3160
21.20,2.1024,0.8699,129.4566
21.30,2.1112,0.8698,129.6275
21.40,2.1215,0.8698,129.8280
21.50,2.1359,0.8699,130.1077
21.60,2.1496,0.8698,130.3685
21.71,2.1636,0.8699,130.6452
21.81,2.1779,0.8695,130.9277
21.91,2.1912,0.8687,131.2102
22.02,2.2001,0.8676,131.5501
22.12,2.2096,0.8670,131.8344
22.23,2.2200,0.8668,132.1193
22.33,2.2305,0.8670,132.4043
22.43,2.2411,0.8672,132.6892
22.53,2.2521,0.8674,132.9740
22.63,2.2611,0.8675,133.2586
22.73,2.2623,0.8675,133.5428
22.84,2.2591,0.8674,133.8263
22.94,2.2591,0.8673,134.1100
23.04,2.2610,0.8673,134.3937
23.14,2.2632,0.8674,134.6773
23.24,2.2668,0.8674,135.0174
23.34,2.2708,0.8674,135.3008
23.45,2.2756,0.8674,135.5840
23.55,2.2811,0.8674,135.8672
23.65,2.2870,0.8674,136.1503
23.75,2.2932,0.8674,136.4334
23.86,2.2995,0.8674,136.7164
23.96,2.3047,0.8674,136.9993
24.06,2.3027,0.8674,137.2818
24.16,2.2905,0.8673,137.5629
24.26,2.2687,0.8671,137.8988
24.37,2.2522,0.8671,138.1792
24.47,2.2391,0.8672,138.4597
24.57,2.2270,0.8673,138.7365
24.68,2.2166,0.8668,139.0002
24.78,2.2080,0.8652,139.2423
24.88,2.2005,0.8639,139.4582
24.98,2.1981,0.8640,139.6790
25.08,2.1955,0.8640,139.8317
25.19,2.1929,0.8634,139.9649
25.29,2.1904,0.8636,140.0892
25.39,2.1880,0.8648,140.2128
25.50,2.1855,0.8665,140.3359
25.60,2.1826,0.8678,140.4821
25.70,2.1801,0.8682,140.6030
25.81,2.1777,0.8681,140.7235
25.91,2.1753,0.8678,140.8439
26.01,2.1729,0.8675,140.9643
