Time,X,Y,Z,SpeedMPH
9.29,1.4483,0.8681,69.2770,22.74
9.39,1.8563,0.8681,70.2078,22.73
9.49,2.2638,0.8681,71.1386,22.73
9.59,2.6709,0.8681,72.0694,22.72
9.70,3.0760,0.8681,73.0007,22.72
9.80,3.4639,0.8681,73.9382,22.68
9.90,3.9003,0.8668,75.0693,22.56
10.00,4.2230,0.8678,76.0205,22.38
10.10,4.4996,0.8667,76.9779,22.27
10.21,4.7397,0.8668,77.9422,22.24
10.31,4.9594,0.8666,78.9119,22.25
10.41,5.1668,0.8666,79.8840,22.24
10.51,5.3642,0.8672,80.8579,22.23
10.62,5.5536,0.8677,81.8330,22.22
10.72,5.7364,0.8680,82.8092,22.21
10.82,5.9141,0.8681,83.7861,22.21
10.92,6.0879,0.8681,84.7634,22.20
11.02,6.2930,0.8681,85.9366,22.20
11.12,6.4621,0.8681,86.9142,22.19
11.22,6.6304,0.8681,87.8919,22.19
11.33,6.7324,0.8851,88.8342,20.76
11.43,6.8058,0.8804,89.7562,20.76
11.53,6.8409,0.8694,90.6791,20.69
11.63,6.8585,0.8669,91.6015,20.63
11.73,6.8493,0.8676,92.5229,20.62
11.83,6.8310,0.8662,93.4436,20.63
11.93,6.8042,0.8662,94.3676,20.71
12.04,6.7701,0.8675,95.3031,21.00
12.14,6.7319,0.8698,96.2566,21.50
12.24,6.6879,0.8700,97.2365,22.16
12.34,6.6248,0.8715,98.4489,22.97
12.44,6.5721,0.8701,99.4919,23.60
12.55,6.5175,0.8724,100.5648,24.30
12.65,6.4603,0.8707,101.6664,24.96
12.75,6.3817,0.8714,102.7940,25.58
12.86,6.2670,0.8691,103.9407,26.12
12.96,6.1175,0.8682,105.1019,26.32
13.06,5.8658,0.8693,106.5060,26.71
13.16,5.5929,0.8696,107.6759,26.97
13.27,5.2618,0.8690,108.8393,27.29
13.37,4.8791,0.8680,110.0000,27.51
13.47,4.4487,0.8659,111.1590,27.74
13.57,3.9787,0.8671,112.3154,27.94
13.67,3.4802,0.8671,113.4603,27.93
13.77,2.9675,0.8669,114.5983,27.91
13.88,2.4658,0.8672,115.7395,27.86
13.98,1.9968,0.8687,116.8896,27.73
14.08,1.5401,0.8682,118.0374,27.55
14.18,1.1479,0.8734,119.1966,27.33
14.28,0.7391,0.8692,120.5955,27.08
14.38,0.4420,0.8647,121.7668,27.03
14.49,0.1520,0.8651,122.9379,26.97
14.59,-0.1573,0.8665,124.0998,26.85
14.69,-0.4811,0.8679,125.2541,26.75
14.79,-0.8115,0.8680,126.3989,26.57
14.90,-1.1493,0.8671,127.5250,26.17
15.00,-1.5572,0.8655,128.8428,25.47
15.10,-1.9017,0.8647,129.9056,24.75
15.20,-2.2479,0.8643,130.9353,24.04
15.31,-2.5875,0.8636,131.9331,23.35
15.41,-2.9077,0.8643,132.9084,22.61
15.51,-3.1890,0.8668,133.8639,21.87
15.61,-3.4193,0.8726,134.7990,21.14
15.71,-3.6144,0.8681,135.7089,20.66
15.81,-3.7608,0.8687,136.5924,19.77
15.92,-3.8835,0.8667,137.4525,19.24
16.02,-4.0059,0.8662,138.4476,18.45
16.12,-4.0920,0.8696,139.2420,17.69
16.23,-4.1731,0.8625,140.0137,17.13
16.33,-4.2394,0.8618,140.7554,16.36
16.43,-4.2998,0.8622,141.4663,15.77
16.53,-4.3550,0.8628,142.1444,14.92
16.63,-4.3956,0.8645,142.7926,14.24
16.73,-4.4125,0.8655,143.4172,13.70
16.84,-4.3984,0.8677,144.0215,13.27
16.94,-4.3579,0.8668,144.6072,13.03
17.04,-4.2660,0.8659,145.2915,12.81
17.15,-4.1619,0.8675,145.8490,12.58
17.25,-4.0367,0.8668,146.3809,12.09
17.35,-3.8973,0.8675,146.8876,11.57
17.46,-3.7442,0.8660,147.3594,10.86
17.56,-3.5829,0.8657,147.7954,10.18
17.66,-3.4174,0.8649,148.1965,9.48
17.76,-3.2511,0.8663,148.5628,8.77
17.86,-3.0859,0.8632,148.9000,8.10
17.96,-2.8933,0.8639,149.2587,7.25
18.07,-2.7409,0.8638,149.5244,6.58
18.17,-2.5981,0.8639,149.7598,5.89
18.27,-2.4664,0.8639,149.9664,5.20
18.37,-2.3475,0.8639,150.1448,4.52
18.47,-2.2429,0.8640,150.2960,3.84
18.57,-2.1528,0.8640,150.4217,3.23
18.67,-2.0741,0.8638,150.5282,2.81
18.78,-2.0013,0.8637,150.6244,2.60
18.88,-1.9289,0.8646,150.7181,2.57
18.98,-1.8560,0.8661,150.8111,2.57
19.08,-1.7686,0.8676,150.9208,2.57
19.19,-1.6958,0.8681,151.0107,2.58
19.29,-1.6226,0.8681,151.0997,2.58
19.39,-1.5488,0.8678,151.1878,2.58
19.50,-1.4744,0.8675,151.2753,2.57
19.60,-1.3996,0.8673,151.3616,2.54
19.70,-1.3289,0.8670,151.4417,2.33
19.80,-1.2688,0.8662,151.5083,1.91
19.90,-1.2245,0.8645,151.5558,1.28
20.00,-1.1915,0.8642,151.5889,0.52
20.11,-1.1883,0.8641,151.5909,0.19
20.21,-1.2045,0.8640,151.5703,0.85
20.31,-1.2419,0.8641,151.5275,1.53
20.41,-1.2982,0.8642,151.4621,2.20
20.52,-1.3744,0.8641,151.3748,2.86
20.62,-1.4688,0.8645,151.2641,3.52
20.72,-1.6066,0.8645,151.1007,4.31
20.82,-1.7407,0.8641,150.9384,4.97
20.93,-1.8917,0.8645,150.7515,5.64
21.03,-2.0576,0.8643,150.5388,6.30
21.13,-2.2383,0.8644,150.3000,6.96
21.23,-2.4313,0.8641,150.0337,7.61
21.33,-2.6351,0.8646,149.7394,8.27
21.44,-2.8489,0.8646,149.4161,8.93
21.54,-3.0688,0.8643,149.0618,9.59
21.64,-3.2948,0.8645,148.6774,10.24
21.74,-3.5692,0.8645,148.1735,11.02
21.85,-3.7979,0.8662,147.7175,11.66
21.95,-3.9904,0.8734,147.2255,12.14
22.05,-4.1524,0.8718,146.7050,12.40
22.15,-4.2820,0.8697,146.1513,13.02
22.25,-4.3795,0.8659,145.5631,13.60
22.36,-4.4741,0.8666,144.9382,14.33
22.46,-4.5814,0.8650,144.2809,15.10
22.56,-4.7323,0.8663,143.4682,15.79
22.66,-4.8996,0.8667,142.7690,16.35
22.77,-5.1077,0.8660,142.0538,16.98
22.87,-5.3526,0.8681,141.3251,17.51
22.98,-5.6410,0.8665,140.5867,17.93
23.08,-5.6287,0.9367,140.0694,10.27
23.18,-5.4795,0.9796,139.6731,9.75
23.28,-5.3648,0.9575,139.2796,9.36
23.38,-5.2340,0.9253,138.7944,8.40
23.48,-5.1457,0.8787,138.4259,7.45
23.58,-5.0975,0.8531,138.1156,6.10
23.68,-5.0815,0.8671,137.8750,5.16
23.79,-5.0638,0.8713,137.6663,4.37
23.89,-5.0269,0.8653,137.4875,3.71
23.99,-4.9586,0.8668,137.3456,3.44
24.09,-4.8460,0.8683,137.2262,3.78
24.19,-4.6902,0.8676,137.1207,4.51
24.30,-4.4959,0.8684,137.0066,5.19
24.40,-4.2745,0.8709,136.8814,5.84
24.50,-3.9826,0.8695,136.7109,6.66
24.60,-3.7152,0.8700,136.5435,7.32
24.71,-3.4273,0.8737,136.3554,7.92
24.81,-3.1239,0.8671,136.1421,8.64
24.91,-2.7994,0.8698,135.9027,9.26
25.01,-2.4597,0.8689,135.6362,9.94
25.12,-2.1052,0.8694,135.3425,10.57
25.22,-1.7383,0.8710,135.0214,11.23
25.32,-1.3611,0.8689,134.6644,11.81
25.42,-0.9005,0.8679,134.1925,12.61
25.53,-0.5122,0.8686,133.7597,13.26
25.63,-0.1248,0.8651,133.2915,13.87
25.73,0.2581,0.8675,132.7952,14.16
25.83,0.6238,0.8677,132.2728,14.33
25.93,0.9673,0.8671,131.7330,14.30
26.04,1.2835,0.8674,131.1796,14.25
26.14,1.5752,0.8675,130.6145,14.21
26.24,1.8874,0.8675,129.9212,14.17
26.35,2.1179,0.8674,129.3334,14.12
26.45,2.3207,0.8677,128.7373,14.09
26.55,2.4935,0.8674,128.1335,14.05
26.65,2.6401,0.8677,127.5244,14.01
26.76,2.7562,0.8671,126.9071,14.14
26.86,2.8643,0.8669,126.1469,14.46
26.96,2.9215,0.8669,125.4871,14.97
27.06,2.9471,0.8678,124.7978,15.72
27.17,2.9411,0.8686,124.0808,16.34
27.27,2.9015,0.8675,123.3380,16.88
27.37,2.8366,0.8650,122.5665,17.59
27.48,2.7863,0.8681,121.7612,18.16
27.58,2.7536,0.8716,120.9420,18.53
27.68,2.7588,0.8679,119.9449,18.71
27.78,2.8062,0.8680,119.1110,18.66
27.89,2.8969,0.8677,118.2832,18.66
27.99,2.9824,0.8632,117.4448,18.94
28.09,3.0571,0.8679,116.5891,19.34
28.20,3.1091,0.8727,115.7165,19.77
28.30,3.1297,0.8674,114.8269,20.16
28.40,3.1024,0.8675,113.9146,20.52
28.50,3.0005,0.8700,112.7962,21.21
28.60,2.8593,0.8702,111.8501,21.69
28.71,2.6658,0.8682,110.8959,21.89
28.81,2.4116,0.8675,109.9410,22.23
28.91,2.0921,0.8761,108.9876,22.54
29.02,1.7423,0.8637,108.0299,23.22
29.12,1.3522,0.8724,107.0242,24.35
29.22,0.8787,0.8679,105.8020,24.56
29.32,0.5119,0.8702,104.7760,24.46
29.42,0.1738,0.8663,103.7420,24.26
29.53,-0.1131,0.8688,102.7005,24.16
29.63,-0.3646,0.8671,101.6516,24.13
29.73,-0.5882,0.8671,100.5978,24.12
29.83,-0.7953,0.8660,99.5403,24.10
29.94,-0.9847,0.8669,98.4804,24.09
30.04,-1.1588,0.8658,97.4184,24.07
30.14,-1.3233,0.8668,96.3553,24.06
30.24,-1.5126,0.8678,95.0788,24.05
30.34,-1.6648,0.8682,94.0145,24.05
30.45,-1.8133,0.8683,92.9499,24.04
30.55,-1.9592,0.8683,91.8852,24.04
30.65,-2.1034,0.8682,90.8206,24.03
30.75,-2.2468,0.8681,89.7560,24.03
30.85,-2.3898,0.8681,88.6917,24.02
30.95,-2.5328,0.8681,87.6276,24.02
31.06,-2.6761,0.8681,86.5637,24.01
31.16,-2.8197,0.8681,85.5002,24.00
31.26,-2.9925,0.8681,84.2244,24.00
31.36,-3.1369,0.8681,83.1615,23.99
31.46,-3.2814,0.8681,82.0988,23.99
31.57,-3.4262,0.8681,81.0365,23.98
31.67,-3.5710,0.8681,79.9744,23.98
31.77,-3.7159,0.8681,78.9125,23.97
31.88,-3.8608,0.8681,77.8509,23.97
31.98,-4.0056,0.8681,76.7895,23.96
32.08,-4.1793,0.8681,75.5162,23.95
32.18,-4.3240,0.8681,74.4553,23.95
32.29,-4.4665,0.8681,73.3944,23.94
32.39,-4.5895,0.8681,72.3323,23.90
32.49,-4.6923,0.8678,71.2707,23.80
32.59,-4.7571,0.8674,70.2144,23.65
32.70,-4.7760,0.8680,69.1613,23.54
32.80,-4.7653,0.8682,68.1094,23.54
32.90,-4.7280,0.8665,66.8481,23.53
33.01,-4.6825,0.8678,65.7978,23.52
33.11,-4.6278,0.8643,64.7482,23.51
33.21,-4.5610,0.8646,63.6998,23.50
33.32,-4.4883,0.8663,62.6521,23.49
33.42,-4.4109,0.8677,61.6049,23.49
33.52,-4.3135,0.8685,60.3489,23.48
33.62,-4.2297,0.8685,59.3027,23.48
33.73,-4.1444,0.8684,58.2569,23.47
33.83,-4.0577,0.8692,57.2110,23.46
33.93,-3.9718,0.8710,56.1652,23.46
34.04,-3.8869,0.8706,55.1203,23.46
34.14,-3.7835,0.8689,53.8676,23.45
34.25,-3.6981,0.8698,52.8238,23.45
34.35,-3.6140,0.8697,51.7792,23.44
34.45,-3.5292,0.8681,50.7343,23.43
34.55,-3.4444,0.8676,49.6901,23.43
34.66,-3.3597,0.8677,48.6464,23.42
34.76,-3.2750,0.8679,47.6030,23.42
34.86,-3.1905,0.8681,46.5598,23.41
34.96,-3.0893,0.8682,45.3083,23.40
35.07,-3.0050,0.8682,44.2655,23.40
35.17,-2.9207,0.8681,43.2231,23.39
35.27,-2.8366,0.8681,42.1808,23.39
35.37,-2.7524,0.8681,41.1388,23.38
35.47,-2.6683,0.8681,40.0970,23.38
35.57,-2.5842,0.8681,39.0554,23.37
35.68,-2.5001,0.8681,38.0141,23.37
35.78,-2.4160,0.8681,36.9730,23.36
35.88,-2.3151,0.8681,35.7240,23.36
35.99,-2.2311,0.8681,34.6834,23.35
36.09,-2.1470,0.8681,33.6431,23.35
36.19,-2.0630,0.8681,32.6030,23.34
