Time,X,Y,Z
11.96,-0.0115,0.8690,46.3370
12.07,-0.0545,0.8731,48.1717
12.18,-0.1010,0.8714,50.0488
12.29,-0.1421,0.8731,51.6440
12.40,-0.1835,0.8720,53.2716
12.50,-0.2338,0.8678,55.2609
12.62,-0.2873,0.8720,56.9529
12.72,-0.3578,0.8697,59.0215
12.84,-0.4289,0.8718,60.7752
12.95,-0.5197,0.8707,62.9200
13.05,-0.6075,0.8717,64.7384
13.16,-0.7380,0.8700,66.9546
13.27,-0.8562,0.8706,68.8380
13.38,-1.0103,0.8710,71.1339
13.49,-1.1604,0.8710,73.0763
13.60,-1.3413,0.8706,75.0397
13.71,-1.5770,0.8695,77.4380
13.81,-1.7908,0.8712,79.4683
13.91,-2.0323,0.8696,81.5202
14.01,-2.3466,0.9647,82.8933
14.12,-2.9149,1.2303,83.2877
14.23,-3.4313,1.3623,83.5742
14.34,-3.9582,1.4005,83.8551
14.45,-4.5909,1.3315,84.1858
14.56,-5.0810,1.2475,84.4750
14.67,-5.4977,1.2907,84.8399
14.77,-5.5700,1.3890,85.0379
14.88,-5.5713,1.4718,85.1519
14.99,-5.5640,1.4754,85.2820
15.10,-5.5678,1.4226,85.4318
15.20,-5.5217,1.2983,85.8384
15.31,-5.4523,1.2097,86.4661
15.42,-5.3195,1.1730,86.9812
15.53,-5.1972,1.1461,87.2788
15.64,-5.0760,1.1308,87.5201
15.74,-4.9366,1.1254,87.7427
15.85,-4.8252,1.1208,87.8893
15.96,-4.6967,1.1099,88.0281
16.07,-4.5922,1.0965,88.1155
16.17,-4.4964,1.0760,88.1730
16.27,-4.4106,1.0438,88.1997
