Time,X,Y,Z
15.98,-1.9443,0.8678,60.0571
16.09,-2.6660,0.8688,60.3750
16.19,-3.4228,0.8682,60.6673
16.30,-4.2093,0.8671,60.9215
16.40,-5.0133,0.8707,61.1228
16.50,-5.7222,0.9231,61.2585
16.60,-5.6796,1.0370,61.2443
16.71,-5.6691,1.0767,61.2318
16.81,-5.6670,1.0736,61.2133
16.92,-5.6679,1.0246,61.1960
17.02,-5.6686,0.9000,61.1761
17.13,-5.6134,0.8442,61.1702
17.23,-5.4937,0.8586,61.1909
17.33,-5.3351,0.8726,61.2162
17.44,-5.1511,0.8686,61.2466
17.54,-4.8886,0.8703,61.2937
17.65,-4.6392,0.8697,61.3445
17.76,-4.3622,0.8702,61.4054
17.86,-3.9933,0.8740,61.4950
17.97,-3.6591,0.8683,61.5854
18.07,-3.2968,0.8698,61.6916
18.18,-2.9098,0.8691,61.8169
18.28,-2.4143,0.8689,61.9940
18.39,-1.9769,0.8693,62.1660
18.49,-1.5187,0.8690,62.3660
18.60,-1.0418,0.8674,62.5925
18.70,-0.4471,0.8687,62.9022
18.81,0.0635,0.8671,63.1972
18.91,0.5870,0.8678,63.5304
19.02,1.1214,0.8689,63.8935
19.12,1.6590,0.8674,64.2995
19.22,2.3051,0.8682,64.8425
19.33,2.8337,0.8684,65.3335
19.43,3.3442,0.8682,65.8563
19.53,3.8273,0.8665,66.4040
19.63,4.2841,0.8680,66.9687
19.74,4.7068,0.8688,67.5568
19.84,5.0971,0.8678,68.1622
19.94,5.4522,0.8676,68.7862
20.04,5.7723,0.8675,69.4259
20.14,6.0940,0.8738,70.1994
20.24,6.2227,0.8842,70.7656
20.35,6.3280,0.8738,71.3341
20.45,6.4192,0.8701,71.9030
20.55,6.4989,0.8680,72.4732
20.66,6.5744,0.8671,73.1598
20.76,6.6208,0.8670,73.7391
20.86,6.6417,0.8670,74.3329
20.96,6.6306,0.8679,74.9509
21.07,6.5903,0.8684,75.5953
21.17,6.5195,0.8686,76.2651
21.28,6.4121,0.8668,76.9587
21.38,6.2720,0.8685,77.6726
21.48,6.0905,0.8683,78.4062
21.58,5.8159,0.8673,79.3066
21.68,5.5359,0.8670,80.0690
21.78,5.2081,0.8670,80.8408
21.88,4.8361,0.8680,81.6274
21.99,4.4300,0.8708,82.4358
22.10,4.0052,0.8678,83.2661
22.20,3.4631,0.8708,84.2959
22.31,2.9923,0.8692,85.1767
22.42,2.5025,0.8701,86.0809
22.52,1.9996,0.8699,87.0125
22.62,1.3746,0.8721,88.1648
22.73,0.8406,0.8716,89.1529
22.83,0.3074,0.8679,90.1721
22.94,-0.3021,0.8695,91.4366
23.05,-0.7806,0.8671,92.5151
23.16,-1.2112,0.8663,93.6120
23.26,-1.5759,0.8740,94.7235
23.36,-1.9552,0.8672,96.0625
23.46,-2.2169,0.8673,97.1894
23.57,-2.4729,0.8671,98.3296
23.67,-2.7459,0.8668,99.4865
23.77,-3.0426,0.8760,100.6520
23.88,-3.3250,0.8700,101.8496
23.98,-3.6048,0.8698,103.0711
24.08,-3.8521,0.8697,104.3055
24.18,-4.1002,0.8710,105.7940
24.28,-4.2513,0.8677,107.0346
24.39,-4.3452,0.8689,108.2712
24.49,-4.3797,0.8675,109.4994
24.60,-4.3479,0.8719,110.7161
24.70,-4.2347,0.8701,112.1554
24.81,-4.0692,0.8719,113.3268
24.91,-3.8410,0.8814,114.4646
25.01,-3.5657,0.8846,115.5661
25.11,-3.2535,0.8773,116.6342
25.21,-2.9074,0.8646,117.6667
25.32,-2.5304,0.8713,118.6452
25.42,-2.0718,0.8659,119.7744
25.52,-1.6854,0.8652,120.6648
25.62,-1.3066,0.8645,121.5235
25.72,-0.9505,0.8636,122.3615
25.82,-0.6349,0.8696,123.1765
25.92,-0.3670,0.8732,123.9707
26.02,-0.1424,0.8718,124.7383
26.13,0.0320,0.8702,125.4760
26.23,0.1665,0.8671,126.1909
26.33,0.2562,0.8674,126.8797
26.44,0.3089,0.8685,127.5447
26.54,0.3261,0.8694,128.3064
26.65,0.3038,0.8660,128.9109
26.75,0.2582,0.8680,129.4845
26.85,0.1856,0.8687,130.0253
26.96,0.0932,0.8664,130.5354
27.06,-0.0350,0.8661,131.1039
27.16,-0.1557,0.8653,131.5441
27.26,-0.2867,0.8652,131.9604
27.37,-0.4272,0.8654,132.3589
27.47,-0.5775,0.8657,132.7442
27.57,-0.7362,0.8663,133.1155
27.68,-0.8755,0.8662,133.4745
27.78,-0.9947,0.8672,133.8139
27.88,-1.0923,0.8682,134.1341
27.98,-1.1577,0.8720,134.4186
28.08,-1.2271,0.8664,134.7148
28.18,-1.2859,0.8645,134.9286
28.29,-1.3465,0.8652,135.1028
28.39,-1.4062,0.8643,135.2442
28.50,-1.4597,0.8641,135.3542
28.60,-1.5085,0.8643,135.4482
28.70,-1.5337,0.8642,135.4956
28.81,-1.5447,0.8642,135.5147
28.91,-1.5420,0.8639,135.5045
29.01,-1.5300,0.8643,135.4654
29.12,-1.5124,0.8640,135.4024
29.22,-1.4941,0.8641,135.3240
29.32,-1.4759,0.8648,135.2409
29.43,-1.4546,0.8664,135.1411
29.53,-1.4372,0.8675,135.0570
29.63,-1.4115,0.8680,134.9748
29.73,-1.3818,0.8681,134.8941
29.83,-1.3480,0.8679,134.8155
29.94,-1.3117,0.8677,134.7420
30.04,-1.2787,0.8680,134.6806
30.14,-1.2541,0.8690,134.6384
30.24,-1.2376,0.8700,134.6188
30.35,-1.2392,0.8694,134.6294
30.45,-1.2550,0.8701,134.6670
30.55,-1.2852,0.8699,134.7313
30.65,-1.3215,0.8698,134.8243
30.76,-1.3604,0.8696,134.9465
30.86,-1.3985,0.8695,135.0889
30.96,-1.4417,0.8692,135.2851
31.06,-1.4789,0.8690,135.4787
31.17,-1.5176,0.8695,135.7016
31.27,-1.5574,0.8699,135.9555
31.37,-1.6012,0.8701,136.2387
31.47,-1.6439,0.8700,136.5504
31.58,-1.6791,0.8693,136.8868
31.68,-1.7112,0.8685,137.3111
31.78,-1.7285,0.8681,137.6709
31.89,-1.7365,0.8675,138.0310
31.99,-1.7371,0.8682,138.3900
32.09,-1.7253,0.8671,138.7501
32.20,-1.7019,0.8671,139.1093
32.30,-1.6607,0.8664,139.5395
32.40,-1.6161,0.8659,139.8963
32.51,-1.5654,0.8692,140.2523
32.61,-1.5029,0.8682,140.6045
32.72,-1.4320,0.8670,140.9547
32.82,-1.3348,0.8666,141.3724
32.92,-1.2432,0.8668,141.7173
33.03,-1.1423,0.8668,142.0591
33.13,-1.0327,0.8670,142.3977
33.24,-0.9142,0.8670,142.7329
33.34,-0.7872,0.8670,143.0644
33.44,-0.6518,0.8667,143.3924
33.54,-0.4784,0.8667,143.7807
33.64,-0.3250,0.8668,144.0996
33.75,-0.1637,0.8670,144.4143
33.85,0.0055,0.8670,144.7244
33.96,0.2187,0.8667,145.0903
34.07,0.4047,0.8668,145.3896
34.17,0.5980,0.8669,145.6838
34.28,0.8395,0.8670,146.0298
34.38,1.0486,0.8670,146.3120
34.49,1.2646,0.8670,146.5885
34.59,1.4873,0.8670,146.8592
34.69,1.7166,0.8670,147.1237
34.79,1.9523,0.8670,147.3821
34.91,2.1662,0.8886,147.6534
