Time,X,Y,Z
33.87,-19.5111,0.8999,-47.4739
33.97,-20.5836,0.9115,-48.9767
34.07,-21.6721,0.9124,-50.4431
34.17,-22.7755,0.9024,-51.8734
34.27,-23.8928,0.8810,-53.2671
34.38,-25.0305,0.8604,-54.6099
34.48,-26.4494,0.8828,-56.0939
34.58,-27.6426,0.8891,-57.2844
34.69,-28.8466,0.8853,-58.4321
34.80,-30.3065,0.8671,-59.7519
34.90,-31.5482,0.8712,-60.7675
35.00,-32.8072,0.8803,-61.7166
35.11,-34.0782,0.8765,-62.6242
35.21,-35.3657,0.8624,-63.4868
35.32,-36.6758,0.8755,-64.2544
35.42,-37.9991,0.8748,-64.9770
35.52,-39.3345,0.8622,-65.6542
35.62,-40.9413,0.8762,-66.3472
35.72,-42.2856,0.8708,-66.8769
35.83,-43.6265,0.8673,-67.3434
35.93,-44.9564,0.8672,-67.7410
36.03,-46.2713,0.8686,-68.0770
36.13,-47.5700,0.8636,-68.3583
36.24,-48.8396,0.8648,-68.5762
36.34,-50.0777,0.8653,-68.7392
36.44,-51.2784,0.8657,-68.8511
36.54,-52.6609,0.8654,-68.9267
36.64,-53.7575,0.8654,-68.9493
36.74,-54.7995,0.8652,-68.9433
36.85,-55.7838,0.8657,-68.9146
36.95,-56.7101,0.8660,-68.8677
37.05,-57.5763,0.8658,-68.8064
37.15,-58.3808,0.8662,-68.7359
37.25,-59.1235,0.8666,-68.6630
37.35,-59.8047,0.8666,-68.5950
37.46,-60.4246,0.8671,-68.5390
37.56,-60.9856,0.8671,-68.5011
37.66,-61.4895,0.8675,-68.4879
37.76,-62.0259,0.8668,-68.5122
37.86,-62.4227,0.8673,-68.5512
37.96,-62.7751,0.8679,-68.6031
38.06,-63.0833,0.8678,-68.6652
38.17,-63.3500,0.8686,-68.7228
38.27,-63.5783,0.8697,-68.7770
38.37,-63.7699,0.8698,-68.8273
38.47,-63.9244,0.8700,-68.8678
38.57,-64.0421,0.8698,-68.8982
38.67,-64.1228,0.8700,-68.9184
38.78,-64.1669,0.8700,-68.9282
38.88,-64.1716,0.8699,-68.9253
38.98,-64.1349,0.8697,-68.9103
39.09,-64.0631,0.8700,-68.8839
39.19,-63.9541,0.8698,-68.8464
39.29,-63.8094,0.8701,-68.7983
39.39,-63.6275,0.8699,-68.7412
39.49,-63.4094,0.8701,-68.6745
39.60,-63.1532,0.8700,-68.6022
39.70,-62.8601,0.8702,-68.5230
39.80,-62.4581,0.8704,-68.4250
39.90,-62.0809,0.8703,-68.3430
40.01,-61.6656,0.8705,-68.2614
40.12,-61.1104,0.8703,-68.1681
40.22,-60.6113,0.8713,-68.1021
40.33,-60.0831,0.8680,-68.0492
40.43,-59.5230,0.8687,-68.0127
40.53,-58.9348,0.8678,-67.9956
40.63,-58.3175,0.8679,-68.0052
40.74,-57.6754,0.8678,-68.0347
40.84,-57.0077,0.8683,-68.1011
40.94,-56.1787,0.8684,-68.2227
41.05,-55.4655,0.8689,-68.3672
41.15,-54.7360,0.8674,-68.5504
41.25,-53.9924,0.8667,-68.7758
41.35,-53.2377,0.8678,-69.0486
41.45,-52.4764,0.8678,-69.3682
41.56,-51.7139,0.8675,-69.7379
41.66,-50.9530,0.8683,-70.1577
41.76,-50.0523,0.8676,-70.7298
41.87,-49.3202,0.8680,-71.2659
41.97,-48.6111,0.8678,-71.8550
42.07,-47.9262,0.8671,-72.4949
42.17,-47.2798,0.8729,-73.1912
42.27,-46.6638,0.8689,-73.9250
42.37,-46.0896,0.8674,-74.7067
42.47,-45.5145,0.8703,-75.5337
42.58,-44.9404,0.8684,-76.4077
42.68,-44.2438,0.8704,-77.5189
42.78,-43.6445,0.8733,-78.4769
42.89,-43.0159,0.8687,-79.4535
42.99,-42.3583,0.8716,-80.4617
43.09,-41.6759,0.8717,-81.4913
43.19,-40.9669,0.8712,-82.5455
43.29,-40.2299,0.8694,-83.6250
43.40,-39.4680,0.8725,-84.7274
43.50,-38.6772,0.8733,-85.8547
43.60,-37.8543,0.8704,-86.9983
43.70,-36.8027,0.8685,-88.3769
43.80,-35.8788,0.8685,-89.5464
43.91,-34.9150,0.8701,-90.7361
44.01,-33.9095,0.8705,-91.9383
44.11,-32.8678,0.8694,-93.1562
44.22,-31.5821,0.8723,-94.6526
44.33,-30.5182,0.8683,-95.9340
44.43,-29.4702,0.8691,-97.2537
44.53,-28.4265,0.8690,-98.6058
44.63,-27.3884,0.8696,-99.9946
44.73,-26.3617,0.8679,-101.4238
44.84,-25.3404,0.8668,-102.8909
44.94,-24.3210,0.8707,-104.3961
45.04,-23.3020,0.8667,-105.9355
45.14,-22.0727,0.8712,-107.8312
45.25,-21.0385,0.8711,-109.4453
45.35,-19.9936,0.8683,-111.0907
45.45,-18.9339,0.8742,-112.7644
45.55,-17.8550,0.8710,-114.4663
45.66,-16.7487,0.8722,-116.1918
45.76,-15.6223,0.8717,-117.9462
45.86,-14.2333,0.8711,-120.0808
45.96,-13.0482,0.8710,-121.8915
46.07,-11.8365,0.8704,-123.7259
46.17,-10.5917,0.8725,-125.5876
46.27,-9.3179,0.8721,-127.4719
46.37,-8.0087,0.8715,-129.3840
46.48,-6.6645,0.8717,-131.3224
46.58,-5.2823,0.8730,-133.2896
46.68,-3.5653,0.8746,-135.6752
46.78,-2.0923,0.8706,-137.6819
46.89,-0.5807,0.8699,-139.7002
46.99,0.9598,0.8695,-141.7329
47.09,2.5203,0.8690,-143.7954
47.19,4.0867,0.8754,-145.8815
47.29,5.6631,0.8685,-147.9961
47.40,7.2469,0.8739,-150.1437
47.50,8.8305,0.8697,-152.3197
47.60,10.7295,0.8710,-154.9838
47.70,12.3116,0.8688,-157.2417
47.81,13.8956,0.8711,-159.5356
47.91,15.4835,0.8710,-161.8617
48.01,17.0764,0.8683,-164.2209
48.12,18.6780,0.8724,-166.6118
48.22,20.2929,0.8721,-169.0255
48.32,22.2396,0.8710,-171.9660
48.42,23.8617,0.8697,-174.4480
48.53,25.4987,0.8728,-176.9584
48.63,27.1377,0.8729,-179.5006
48.73,28.7519,0.8756,-182.0829
48.83,30.3540,0.8662,-184.6989
48.94,31.9398,0.8669,-187.3600
49.04,33.5061,0.8682,-190.0628
49.14,35.0397,0.8692,-192.8077
49.25,36.8283,0.8714,-196.1569
49.36,38.2846,0.8686,-198.9911
49.46,39.7001,0.8676,-201.8689
49.56,41.0600,0.8720,-204.7865
49.66,42.6211,0.8738,-208.3271
49.77,43.8646,0.8698,-211.3050
49.87,45.0439,0.8718,-214.3119
49.97,46.1562,0.8808,-217.3458
50.08,47.2164,0.8839,-220.3966
50.18,48.2250,0.8807,-223.4628
50.28,49.1824,0.8710,-226.5432
50.38,50.2346,0.8719,-230.2641
50.48,51.0484,0.8364,-233.3639
50.58,51.8311,0.7060,-236.4685
50.69,52.6143,0.4796,-239.5729
50.79,53.3982,0.1574,-242.6771
50.89,54.1829,-0.2608,-245.7813
51.00,54.9684,-0.7751,-248.8855
51.10,55.7549,-1.3855,-251.9896
51.20,56.5424,-2.0921,-255.0939
51.30,57.3311,-2.8949,-258.1983
51.40,58.2790,-3.9854,-261.9238
51.51,59.0704,-5.0003,-265.0286
51.61,59.8631,-6.1116,-268.1337
51.71,60.6572,-7.3196,-271.2392
51.81,61.4528,-8.6242,-274.3450
51.92,62.2499,-10.0256,-277.4511
52.02,63.0485,-11.5239,-280.5578
52.12,63.8487,-13.1192,-283.6649
52.22,64.8111,-15.1617,-287.3941
52.33,65.6148,-16.9706,-290.5023
52.43,66.4203,-18.8768,-293.6111
52.53,67.2273,-20.8804,-296.7205
52.63,68.0361,-22.9815,-299.8305
52.73,68.8466,-25.1801,-302.9412
52.83,69.6587,-27.4764,-306.0525
52.94,70.4725,-29.8704,-309.1644
53.04,71.2880,-32.3623,-312.2771
53.14,72.1052,-34.9521,-315.3904
53.24,73.0879,-38.1893,-319.1273
53.34,73.9087,-40.9949,-322.2422
53.44,74.7310,-43.8986,-325.3579
53.55,75.5549,-46.9007,-328.4742
53.65,76.3803,-50.0012,-331.5913
53.75,77.2072,-53.2001,-334.7090
53.85,78.0355,-56.4975,-337.8276
53.95,78.8653,-59.8935,-340.9468
54.05,79.6965,-63.3882,-344.0667
54.16,80.5290,-66.9816,-347.1874
54.26,81.5296,-71.4241,-350.9331
54.36,82.3649,-75.2350,-354.0552
54.47,83.2013,-79.1447,-357.1781
54.57,84.0388,-83.1534,-360.3016
54.67,84.8774,-87.2611,-363.4258
54.77,85.7171,-91.4679,-366.5505
54.87,86.5576,-95.7738,-369.6759
54.97,87.3991,-100.1788,-372.8019
55.08,88.2415,-104.6830,-375.9285
55.18,89.0846,-109.2864,-379.0557
55.28,89.9284,-113.9890,-382.1834
55.38,90.7730,-118.7910,-385.3116
55.48,91.7872,-124.6843,-389.0661
55.58,92.6330,-129.7047,-392.1954
55.69,93.4793,-134.8244,-395.3252
55.79,94.3260,-140.0434,-398.4554
55.89,95.1731,-145.3618,-401.5860
55.99,96.0206,-150.7796,-404.7170
56.09,96.8683,-156.2967,-407.8483
56.20,97.7162,-161.9132,-410.9800
56.30,98.5642,-167.6291,-414.1121
56.43,99.7517,-175.7982,-418.4974
56.53,100.5999,-181.7526,-421.6301
56.63,101.4482,-187.8063,-424.7630
56.73,102.2963,-193.9593,-427.8961
56.84,103.1444,-200.2117,-431.0295
56.94,103.9923,-206.5634,-434.1630
57.04,105.0095,-214.3165,-437.9234
57.14,105.8569,-220.8866,-441.0573
57.24,106.7041,-227.5560,-444.1912
57.35,107.5508,-234.3246,-447.3251
57.45,108.3973,-241.1924,-450.4592
57.55,109.2433,-248.1594,-453.5933
57.66,110.0889,-255.2256,-456.7274
57.76,110.9340,-262.3909,-459.8615
57.86,111.9475,-271.1201,-463.6224
57.96,112.7914,-278.5034,-466.7564
58.07,113.6348,-285.9858,-469.8904
58.17,114.4776,-293.5672,-473.0243
58.27,115.3198,-301.2475,-476.1581
58.37,116.1614,-309.0268,-479.2917
58.47,117.0023,-316.9051,-482.4253
58.57,117.8424,-324.8822,-485.5587
58.68,118.6819,-332.9581,-488.6919
58.78,119.5207,-341.1329,-491.8250
58.88,120.3588,-349.4065,-494.9579
58.98,121.3634,-359.4651,-498.7171
59.08,122.1998,-367.9559,-501.8495
59.19,123.0354,-376.5453,-504.9817
59.30,124.0371,-386.9828,-508.7400
59.41,124.8710,-395.7892,-511.8717
59.51,125.7041,-404.6941,-515.0031
59.61,126.5363,-413.6976,-518.1342
59.72,127.3678,-422.7996,-521.2651
59.82,128.1985,-432.0000,-524.3957
59.92,129.0283,-441.2989,-527.5259
60.02,129.8574,-450.6961,-530.6559
60.12,130.6856,-460.1917,-533.7856
60.22,131.5130,-469.7856,-536.9150
60.32,132.5049,-481.4281,-540.6699
60.43,133.3305,-491.2382,-543.7985
60.53,134.1554,-501.1466,-546.9269
60.63,134.9795,-511.1531,-550.0549
60.73,135.8028,-521.2579,-553.1826
60.84,136.6253,-531.4607,-556.3100
60.94,137.4471,-541.7617,-559.4370
61.04,138.4322,-554.2523,-563.1890
61.14,139.2523,-564.7690,-566.3153
61.24,140.0717,-575.3837,-569.4413
61.35,140.8904,-586.0965,-572.5669
61.45,141.7084,-596.9072,-575.6922
61.55,142.5257,-607.8158,-578.8172
61.65,143.3422,-618.8224,-581.9418
61.75,144.1582,-629.9269,-585.0661
61.85,144.9735,-641.1292,-588.1901
61.96,145.7881,-652.4295,-591.3137
62.06,146.6021,-663.8275,-594.4371
62.16,147.4156,-675.3234,-597.5601
62.26,148.3909,-689.2476,-601.3073
62.37,149.2030,-700.9586,-604.4296
62.47,150.0146,-712.7674,-607.5516
62.57,150.8257,-724.6740,-610.6733
62.67,151.6362,-736.6783,-613.7947
62.77,152.4463,-748.7803,-616.9158
62.87,153.2558,-760.9800,-620.0367
62.98,154.0649,-773.2774,-623.1572
63.08,154.8736,-785.6725,-626.2775
63.18,155.6818,-798.1652,-629.3975
63.28,156.6511,-813.2855,-633.1411
63.39,157.4584,-825.9931,-636.2605
63.49,158.2653,-838.7983,-639.3796
63.59,159.0719,-851.7012,-642.4986
63.69,159.8781,-864.7017,-645.6172
63.79,160.6841,-877.7998,-648.7357
63.90,161.4897,-890.9955,-651.8538
64.00,162.2950,-904.2888,-654.9718
64.10,163.2610,-920.3697,-658.7131
64.20,164.0658,-933.8777,-661.8306
64.32,164.8703,-947.4833,-664.9479
64.42,165.8354,-963.9389,-668.6884
64.52,166.6394,-977.7592,-671.8052
64.62,167.4433,-991.6771,-674.9219
64.73,168.2470,-1005.6930,-678.0385
64.83,169.0505,-1019.8060,-681.1548
64.93,169.8540,-1034.0160,-684.2710
65.03,170.6572,-1048.3250,-687.3870
65.13,171.4604,-1062.7300,-690.5029
65.23,172.2635,-1077.2340,-693.6187
65.34,173.0665,-1091.8350,-696.7343
65.44,173.8695,-1106.5330,-699.8497
65.54,174.6724,-1121.3290,-702.9651
65.64,175.6358,-1139.2140,-706.7034
65.74,176.4387,-1154.2240,-709.8185
65.84,177.2415,-1169.3330,-712.9335
65.95,178.0444,-1184.5390,-716.0483
66.05,178.8472,-1199.8430,-719.1632
66.15,179.6501,-1215.2440,-722.2780
66.25,180.4530,-1230.7430,-725.3926
66.35,181.2560,-1246.3390,-728.5072
66.45,182.0591,-1262.0330,-731.6217
66.56,182.8622,-1277.8250,-734.7362
66.66,183.6654,-1293.7140,-737.8506
66.76,184.4687,-1309.7010,-740.9650
66.86,185.4328,-1329.0150,-744.7021
66.97,186.2364,-1345.2170,-747.8164
67.07,187.0401,-1361.5160,-750.9307
67.17,187.8439,-1377.9130,-754.0449
67.27,188.6478,-1394.4080,-757.1591
67.37,189.4519,-1411.0010,-760.2733
67.47,190.2562,-1427.6910,-763.3875
67.58,191.0606,-1444.4790,-766.5016
67.68,191.8652,-1461.3650,-769.6158
67.78,192.8310,-1481.7560,-773.3528
67.88,193.6360,-1498.8570,-776.4670
67.98,194.4412,-1516.0550,-779.5812
68.08,195.2466,-1533.3510,-782.6954
68.19,196.0522,-1550.7450,-785.8096
68.29,196.8580,-1568.2370,-788.9239
68.39,197.6641,-1585.8260,-792.0382
68.49,198.4703,-1603.5130,-795.1525
68.59,199.2768,-1621.2980,-798.2669
68.70,200.0835,-1639.1810,-801.3813
68.80,200.8905,-1657.1610,-804.4957
68.90,201.6977,-1675.2400,-807.6102
69.00,202.5051,-1693.4160,-810.7247
69.10,203.4743,-1715.3560,-814.4623
69.20,204.2823,-1733.7480,-817.5770
69.31,205.0905,-1752.2370,-820.6917
69.41,205.8990,-1770.8240,-823.8065
69.51,206.7077,-1789.5090,-826.9213
69.61,207.5167,-1808.2920,-830.0362
69.72,208.3260,-1827.1720,-833.1512
69.82,209.1355,-1846.1510,-836.2662
69.92,209.9453,-1865.2270,-839.3813
70.02,210.9174,-1888.2480,-843.1196
70.12,211.7277,-1907.5400,-846.2349
70.24,212.5383,-1926.9290,-849.3503
70.34,213.3492,-1946.4170,-852.4658
70.44,214.1604,-1966.0030,-855.5814
70.54,215.1342,-1989.6350,-859.3201
70.65,215.9459,-2009.4350,-862.4359
70.75,216.7579,-2029.3340,-865.5517
70.85,217.5702,-2049.3320,-868.6676
70.95,218.3828,-2069.4260,-871.7836
71.05,219.1956,-2089.6190,-874.8997
