Time,X,Y,Z,SpeedMPH
7.20,-2.9089,0.8666,50.1394,32.46
7.31,-2.4936,0.8695,51.5464,32.94
7.41,-2.0299,0.8663,52.9577,33.48
7.51,-1.5630,0.8649,54.4280,34.81
7.61,-1.1052,0.8863,55.9446,35.90
7.72,-0.6999,0.9021,57.5157,36.74
7.82,-0.3429,0.9090,59.1210,37.20
7.92,0.0497,0.9016,61.0845,37.54
8.02,0.3472,0.8713,62.7403,37.65
8.13,0.5588,0.8648,64.4192,38.17
8.23,0.6858,0.8807,66.1165,38.22
8.33,0.7665,0.8801,67.8138,38.05
8.43,0.7940,0.8667,69.5034,37.72
8.53,0.7440,0.8705,71.1682,37.22
8.64,0.6421,0.8719,72.8049,36.60
8.74,0.4715,0.8647,74.7292,35.53
8.84,0.2763,0.8713,76.2694,34.64
8.94,0.0602,0.8631,77.7781,33.67
9.05,-0.1833,0.8663,79.2198,32.40
9.15,-0.4404,0.8646,80.6102,31.16
9.25,-0.7012,0.8646,81.9400,29.89
9.35,-0.9556,0.8723,83.2079,28.50
9.46,-1.1879,0.8684,84.4272,27.42
9.56,-1.3998,0.8694,85.5940,25.95
9.66,-1.6185,0.8686,86.9284,24.76
9.76,-1.7622,0.8696,87.9895,23.47
9.87,-1.8687,0.8660,89.0133,22.71
9.97,-1.9229,0.8695,89.9980,21.81
10.07,-1.9257,0.8684,90.9588,21.20
10.17,-1.8758,0.8689,91.8994,20.90
10.27,-1.8009,0.8646,92.8229,20.55
10.37,-1.7353,0.8694,93.7121,19.82
10.48,-1.6880,0.8790,94.5735,19.03
10.58,-1.6683,0.8699,95.4144,18.49
10.68,-1.7063,0.8735,96.3822,17.84
10.78,-1.7866,0.8674,97.1714,17.67
10.88,-1.9382,0.8745,97.9396,17.48
10.99,-2.1303,0.8692,98.6929,17.33
11.09,-2.3804,0.8746,99.4211,17.21
11.19,-2.6515,0.8645,100.1401,17.16
11.29,-2.9559,0.8653,100.8434,17.14
11.39,-3.2771,0.8669,101.5386,17.11
11.49,-3.6153,0.8676,102.2230,17.06
11.60,-3.9732,0.8666,102.8942,16.98
11.70,-4.3381,0.8663,103.5576,16.92
11.80,-4.7598,0.8673,104.3583,16.88
11.90,-5.0919,0.8685,105.0316,16.84
12.00,-5.4061,0.8690,105.7121,16.74
12.11,-5.6806,0.8692,106.4053,16.65
12.21,-5.9096,0.8677,107.1104,16.52
12.32,-6.0789,0.8712,107.8256,16.41
12.42,-6.2112,0.8727,108.6867,16.16
12.52,-6.2631,0.8727,109.4052,16.11
12.63,-6.2679,0.8684,110.1318,16.40
12.73,-6.2466,0.8642,110.8729,16.63
12.83,-6.2250,0.8644,111.6178,16.66
12.93,-6.2043,0.8661,112.3614,16.66
13.04,-6.1851,0.8676,113.1049,16.66
13.14,-6.1650,0.8686,113.9973,16.65
13.25,-6.1508,0.8687,114.7412,16.64
13.35,-6.1385,0.8685,115.4850,16.64
13.45,-6.1279,0.8683,116.2288,16.64
13.55,-6.1184,0.8681,116.9723,16.63
13.65,-6.1108,0.8681,117.7157,16.63
13.76,-6.1158,0.8682,118.4585,16.61
13.86,-6.1417,0.8683,119.3467,16.51
13.96,-6.1732,0.8673,120.0786,16.21
14.07,-6.2093,0.8675,120.7876,15.77
14.17,-6.2346,0.8695,121.4681,15.13
14.27,-6.2523,0.8680,122.1331,14.59
14.37,-6.2297,0.8689,122.7712,14.06
14.47,-6.1711,0.8685,123.3855,13.64
14.58,-6.0621,0.8684,123.9805,13.46
14.68,-5.8680,0.8673,124.6697,13.28
14.78,-5.6612,0.8660,125.2221,13.13
14.89,-5.4352,0.8673,125.7616,13.06
14.99,-5.2109,0.8664,126.3001,13.05
15.09,-4.9978,0.8669,126.8412,13.03
15.19,-4.8071,0.8701,127.3876,13.02
15.30,-4.6368,0.8671,127.9411,12.89
15.40,-4.5155,0.8659,128.5029,12.84
15.50,-4.4241,0.8664,129.1819,12.76
15.60,-4.3689,0.8674,129.7495,12.75
15.70,-4.3178,0.8680,130.3172,12.75
15.80,-4.2600,0.8683,130.8837,12.73
15.91,-4.1921,0.8686,131.4476,12.68
16.01,-4.1142,0.8687,132.0076,12.62
16.11,-4.0357,0.8659,132.5665,12.58
16.21,-3.9611,0.8658,133.1238,12.57
16.31,-3.8966,0.8668,133.6808,12.56
16.42,-3.8465,0.8676,134.2375,12.53
16.52,-3.8100,0.8678,134.7933,12.47
16.62,-3.8039,0.8665,135.4611,12.42
16.72,-3.8373,0.8692,136.0092,12.14
16.83,-3.9148,0.8684,136.5352,11.59
16.93,-4.0325,0.8670,137.0223,10.94
17.04,-4.1751,0.8677,137.4640,10.10
17.14,-4.3222,0.8683,137.8643,9.33
17.24,-4.4618,0.8685,138.2316,8.64
17.34,-4.6113,0.8690,138.6451,7.83
17.45,-4.7062,0.8683,138.9698,7.33
17.55,-4.7810,0.8674,139.2825,7.04
17.65,-4.8443,0.8670,139.5894,6.96
17.75,-4.9013,0.8670,139.8924,6.83
17.85,-4.9526,0.8678,140.1827,6.49
17.95,-4.9979,0.8685,140.4519,5.94
18.06,-5.0367,0.8695,140.6925,5.26
18.16,-5.0676,0.8697,140.9071,4.56
18.26,-5.1027,0.8699,141.1236,3.75
18.36,-5.1277,0.8698,141.2708,3.07
18.47,-5.1478,0.8696,141.3878,2.38
18.57,-5.1628,0.8700,141.4741,1.67
18.67,-5.1728,0.8697,141.5313,1.03
18.77,-5.1776,0.8700,141.5582,0.34
18.87,-5.1773,0.8693,141.5556,0.33
18.98,-5.1718,0.8700,141.5234,1.03
19.08,-5.1594,0.8699,141.4609,1.69
19.18,-5.1381,0.8699,141.3704,2.35
19.28,-5.1043,0.8697,141.2527,3.00
19.38,-5.0479,0.8697,141.0756,3.79
19.48,-4.9875,0.8700,140.8986,4.45
19.58,-4.9131,0.8699,140.6946,5.12
19.69,-4.8259,0.8701,140.4644,5.78
19.79,-4.7224,0.8699,140.2086,6.44
19.89,-4.6030,0.8702,139.9278,7.09
19.99,-4.4648,0.8698,139.6230,7.76
20.10,-4.3077,0.8700,139.2951,8.40
20.20,-4.0904,0.8697,138.8727,9.19
20.31,-3.8831,0.8691,138.4982,9.85
20.41,-3.6515,0.8693,138.1049,10.48
20.51,-3.3913,0.8687,137.6946,11.14
20.61,-3.1020,0.8696,137.2701,11.72
20.72,-2.7844,0.8685,136.8400,12.13
20.82,-2.4446,0.8677,136.4109,12.35
20.92,-2.0873,0.8676,135.9922,12.34
21.02,-1.6358,0.8681,135.5103,12.30
21.13,-1.2423,0.8665,135.1285,12.27
21.23,-0.8347,0.8674,134.7619,12.26
21.33,-0.4176,0.8676,134.4122,12.22
21.43,0.0189,0.8679,134.0837,12.19
21.53,0.4634,0.8674,133.7690,12.17
21.64,0.9194,0.8686,133.4741,12.14
21.74,1.3857,0.8676,133.1989,12.13
21.84,1.9587,0.8686,132.8947,12.09
21.95,2.4452,0.8678,132.6619,12.07
22.05,2.9401,0.8666,132.4502,12.04
22.15,3.4411,0.8673,132.2565,12.02
22.25,3.9485,0.8659,132.0846,12.00
22.35,4.4616,0.8672,131.9315,11.98
22.46,4.9778,0.8680,131.7986,11.89
22.56,5.4887,0.8665,131.6887,11.59
22.66,5.5617,0.9395,131.5472,3.54
22.76,5.5914,0.9466,131.4104,2.66
22.86,5.6177,0.9124,131.2949,2.46
22.97,5.6413,0.8549,131.1979,2.12
23.07,5.6033,0.8517,131.1399,1.64
23.17,5.5261,0.8669,131.1108,2.05
23.27,5.4228,0.8683,131.0889,2.54
23.37,5.2912,0.8631,131.0727,3.22
23.48,5.1254,0.8652,131.0696,3.93
23.58,4.8894,0.8644,131.0835,4.80
23.68,4.6571,0.8645,131.1064,5.50
23.79,4.3960,0.8646,131.1409,6.16
23.89,4.1054,0.8642,131.1794,6.82
23.99,3.7861,0.8648,131.2200,7.47
24.09,3.4369,0.8644,131.2571,8.11
24.20,3.0579,0.8647,131.2901,8.76
24.30,2.6498,0.8648,131.3140,9.38
24.40,2.2189,0.8649,131.3289,9.82
24.50,1.6855,0.8653,131.3297,10.09
24.60,1.2383,0.8686,131.3196,10.10
24.70,0.7909,0.8673,131.2955,10.07
24.81,0.3444,0.8665,131.2603,10.05
24.91,-0.1006,0.8668,131.2098,10.02
25.01,-0.5427,0.8665,131.1430,10.00
25.11,-0.9811,0.8668,131.0604,9.98
25.21,-1.4159,0.8667,130.9636,9.96
25.31,-1.8464,0.8667,130.8526,9.95
25.41,-2.2725,0.8666,130.7278,9.93
25.51,-2.6936,0.8666,130.5897,9.92
25.62,-3.1094,0.8666,130.4383,9.90
25.72,-3.6008,0.8666,130.2395,9.88
25.82,-4.0035,0.8666,130.0599,9.86
25.93,-4.3996,0.8666,129.8679,9.85
26.03,-4.7889,0.8665,129.6637,9.83
26.13,-5.1702,0.8669,129.4464,9.82
26.23,-5.5398,0.8670,129.2105,9.81
26.33,-5.5144,0.9271,129.1354,2.16
26.44,-5.4930,0.9194,129.0480,2.15
26.54,-5.4735,0.8587,128.9617,2.28
26.64,-5.4629,0.8518,128.9196,0.75
26.75,-5.4651,0.8664,128.9019,0.41
26.85,-5.4701,0.8669,128.8937,0.18
26.95,-5.4777,0.8660,128.8912,0.22
27.05,-5.4804,0.8681,128.8923,0.13
27.15,-5.4804,0.8697,128.8948,0.12
27.26,-5.4801,0.8700,128.8978,0.11
27.36,-5.4793,0.8694,128.9011,0.11
27.46,-5.4784,0.8683,128.9043,0.10
27.56,-5.4772,0.8675,128.9072,0.08
27.66,-5.4697,0.8674,128.9133,0.26
27.76,-5.4482,0.8681,128.9263,0.65
27.86,-5.4074,0.8694,128.9510,1.25
27.97,-5.3433,0.8697,128.9880,1.90
28.07,-5.2521,0.8698,129.0363,2.58
28.17,-5.1356,0.8701,129.0997,3.24
28.27,-4.9917,0.8699,129.1756,3.90
28.37,-4.8210,0.8699,129.2634,4.56
28.48,-4.6219,0.8698,129.3614,5.23
28.58,-4.3951,0.8702,129.4692,5.88
28.68,-4.1417,0.8702,129.5888,6.51
28.78,-3.8184,0.8693,129.7721,7.29
28.88,-3.5325,0.8686,129.9583,7.91
28.98,-3.2355,0.8682,130.1744,8.49
29.09,-2.9278,0.8676,130.4238,9.13
29.19,-2.6078,0.8678,130.7018,9.74
29.29,-2.2806,0.8674,131.0098,10.23
29.39,-1.9532,0.8676,131.3396,10.52
29.50,-1.6328,0.8670,131.6861,10.61
29.60,-1.3214,0.8671,132.0420,10.58
29.70,-1.0238,0.8671,132.4086,10.56
29.80,-0.7403,0.8669,132.7849,10.54
29.90,-0.4188,0.8671,133.2487,10.52
30.00,-0.1661,0.8669,133.6442,10.50
30.10,0.0721,0.8670,134.0475,10.48
30.21,0.2964,0.8671,134.4580,10.46
30.31,0.5057,0.8669,134.8751,10.44
30.41,0.7007,0.8670,135.2985,10.43
30.52,0.8806,0.8669,135.7274,10.41
30.62,1.0493,0.8699,136.1610,10.39
30.72,1.1987,0.8688,136.5992,10.38
30.82,1.3362,0.8666,137.0415,10.35
30.92,1.4809,0.8670,137.5766,10.33
31.02,1.5834,0.8670,138.0260,10.31
31.12,1.6710,0.8669,138.4777,10.30
31.23,1.7424,0.8668,138.9314,10.28
31.33,1.7987,0.8667,139.3865,10.26
31.43,1.8405,0.8669,139.8427,10.25
31.53,1.8760,0.8671,140.2996,10.27
31.63,1.9129,0.8673,140.7572,10.28
31.73,1.9557,0.8675,141.2146,10.28
31.84,2.0033,0.8676,141.6712,10.27
