Time,X,Y,Z
15.65,-2.6316,0.8703,112.4515
15.76,-2.7908,0.8654,113.0386
15.86,-2.9182,0.8686,113.6014
15.96,-3.0300,0.8663,114.2536
16.07,-3.0923,0.8674,114.7798
16.17,-3.1306,0.8674,115.2978
16.27,-3.1454,0.8656,115.8086
16.37,-3.1395,0.8681,116.3116
16.47,-3.1147,0.8664,116.8063
16.57,-3.0699,0.8668,117.2961
16.67,-3.0087,0.8669,117.7832
16.78,-2.9292,0.8667,118.2666
16.88,-2.8323,0.8669,118.7461
16.98,-2.7193,0.8671,119.2210
17.08,-2.5610,0.8669,119.7837
17.18,-2.4106,0.8669,120.2459
17.28,-2.2451,0.8667,120.7018
17.38,-2.0639,0.8670,121.1511
17.49,-1.8673,0.8669,121.5925
17.59,-1.6594,0.8670,122.0289
17.69,-1.4496,0.8671,122.4650
17.80,-1.2427,0.8673,122.9033
17.90,-1.0415,0.8675,123.3441
18.00,-0.8030,0.8675,123.8742
18.10,-0.6070,0.8674,124.3171
18.20,-0.4137,0.8673,124.7610
18.31,-0.2226,0.8673,125.2057
18.41,-0.0331,0.8673,125.6510
18.51,0.1555,0.8674,126.0966
18.61,0.3437,0.8674,126.5422
18.73,0.5694,0.8674,127.0769
18.83,0.7578,0.8674,127.5221
18.93,0.9465,0.8674,127.9672
19.03,1.1356,0.8674,128.4119
19.13,1.3250,0.8674,128.8564
19.24,1.5147,0.8674,129.3006
19.34,1.7045,0.8674,129.7447
19.44,1.8943,0.8674,130.1886
19.54,2.1222,0.8674,130.7212
19.65,2.3103,0.8674,131.1656
19.75,2.4876,0.8674,131.6136
19.85,2.6564,0.8672,132.0631
